<<<<<<< HEAD
Period,Period Label,Year,Frequency,Frequency Label,Economy Label,CommercialMarket Label,Median time in port (days),Average age of vessels
2020S01,S1   2020,2020,S,Semi-annual,724,Spain,0,All ships,0.9021,,17,,16447,,232618,,14031,,208000,,3257,,23756,
2020S01,S1   2020,2020,S,Semi-annual,724,Spain,1,Passenger ships,,,19,,13475,,220000,,,,,,,,,
2020S01,S1   2020,2020,S,Semi-annual,724,Spain,2,Liquid bulk carriers,0.9007,,12,,10418,,87146,,16963,,166300,,,,,
2020S01,S1   2020,2020,S,Semi-annual,724,Spain,3,Container ships,0.6632,,15,,35800,,232618,,,,,,3257,,23756,
2020S01,S1   2020,2020,S,Semi-annual,724,Spain,4,Dry breakbulk carriers,1.2389,,16,,5262,,71543,,7285,,62980,,,,,
2020S01,S1   2020,2020,S,Semi-annual,724,Spain,5,Dry bulk carriers,1.8323,,17,,21521,,107737,,36923,,208000,,,,,
2020S01,S1   2020,2020,S,Semi-annual,724,Spain,6,Roll-on/ roll-off ships,,,17,,22643,,76420,,8174,,45200,,,,,
2020S01,S1   2020,2020,S,Semi-annual,724,Spain,7,Liquefied petroleum gas carriers,1.0097,,14,,9308,,48502,,10977,,58610,,,,,
2020S01,S1   2020,2020,S,Semi-annual,724,Spain,8,Liquefied natural gas carriers,1.0375,,9,,95855,,136980,,76071,,156000,,,,,
2020S01,S1   2020,2020,S,Semi-annual,752,Sweden,0,All ships,0.8087,,22,,15352,,214286,,9067,,307284,,1550,,19630,
2020S01,S1   2020,2020,S,Semi-annual,752,Sweden,1,Passenger ships,,,24,,18612,,58377,,,,,,,,,
2020S01,S1   2020,2020,S,Semi-annual,752,Sweden,2,Liquid bulk carriers,0.6983,,14,,8963,,159911,,13799,,307284,,,,,
2020S01,S1   2020,2020,S,Semi-annual,752,Sweden,3,Container ships,0.6361,,15,,16616,,214286,,,,,,1550,,19630,
2020S01,S1   2020,2020,S,Semi-annual,752,Sweden,4,Dry breakbulk carriers,1.0552,,21,,3766,,43788,,5275,,55807,,,,,
2020S01,S1   2020,2020,S,Semi-annual,752,Sweden,5,Dry bulk carriers,0.4979,,29,,7279,,44043,,10680,,82654,,,,,
2020S01,S1   2020,2020,S,Semi-annual,752,Sweden,6,Roll-on/ roll-off ships,,,20,,27029,,75283,,10236,,31143,,,,,
2020S01,S1   2020,2020,S,Semi-annual,752,Sweden,7,Liquefied petroleum gas carriers,0.849,,14,,7823,,48655,,8567,,54655,,,,,
2020S01,S1   2020,2020,S,Semi-annual,792,Turkey,0,All ships,1.1858,,25,,6122,,194308,,16083,,303994,,3070,,19462,
2020S01,S1   2020,2020,S,Semi-annual,792,Turkey,1,Passenger ships,,,26,,1610,,54310,,,,,,,,,
2020S01,S1   2020,2020,S,Semi-annual,792,Turkey,2,Liquid bulk carriers,1.1976,,14,,17594,,159872,,30362,,303994,,,,,
2020S01,S1   2020,2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070,,19462,
2020S01,S1   2020,2020,S,Semi-annual,792,Turkey,4,Dry breakbulk carriers,1.5215,,28,,4127,,43528,,5793,,62051,,,,,
2020S01,S1   2020,2020,S,Semi-annual,792,Turkey,5,Dry bulk carriers,3.8139,,15,,25579,,95276,,44189,,183049,,,,,
2020S01,S1   2020,2020,S,Semi-annual,792,Turkey,6,Roll-on/ roll-off ships,,,25,,21251,,76420,,8092,,45200,,,,,
2020S01,S1   2020,2020,S,Semi-annual,792,Turkey,7,Liquefied petroleum gas carriers,1.2319,,16,,19028,,49394,,21692,,55047,,,,,
2020S01,S1   2020,2020,S,Semi-annual,792,Turkey,8,Liquefied natural gas carriers,1.2951,,11,,113016,,137535,,92401,,122079,,,,,
2020S01,S1   2020,2020,S,Semi-annual,842,United States of America,0,All ships,1.4625,,24,,16172,,232618,,47874,,323183,,5237,,22000,
2020S01,S1   2020,2020,S,Semi-annual,842,United States of America,1,Passenger ships,,,28,,6944,,228081,,,,,,,,,
2020S01,S1   2020,2020,S,Semi-annual,842,United States of America,2,Liquid bulk carriers,1.6444,,11,,35206,,170618,,60894,,323183,,,,,
2020S01,S1   2020,2020,S,Semi-annual,842,United States of America,3,Container ships,1.0132,,14,,58188,,232618,,,,,,5237,,22000,
2020S01,S1   2020,2020,S,Semi-annual,842,United States of America,4,Dry breakbulk carriers,1.9313,,18,,12981,,91649,,18034,,101496,,,,,
2020S01,S1   2020,2020,S,Semi-annual,842,United States of America,5,Dry bulk carriers,2.1361,,17,,29196,,109824,,51120,,211081,,,,,
2020S01,S1   2020,2020,S,Semi-annual,842,United States of America,6,Roll-on/ roll-off ships,,,13,,59500,,100430,,22578,,55828,,,,,
2020S01,S1   2020,2020,S,Semi-annual,842,United States of America,7,Liquefied petroleum gas carriers,1.9736,,9,,31372,,59226,,35840,,59138,,,,,
2020S01,S1   2020,2020,S,Semi-annual,842,United States of America,8,Liquefied natural gas carriers,1.2222,,6,,104630,,149367,,83373,,156000,,,,,
2020S01,S1   2020,2020,S,Semi-annual,926,United Kingdom,0,All ships,1.1014,,17,,15309,,235500,,12920,,321300,,3359,,23964,
2020S01,S1   2020,2020,S,Semi-annual,926,United Kingdom,1,Passenger ships,,,17,,13982,,220000,,,,,,,,,
2020S01,S1   2020,2020,S,Semi-annual,926,United Kingdom,2,Liquid bulk carriers,1.0521,,14,,12857,,164364,,21568,,321300,,,,,
2020S01,S1   2020,2020,S,Semi-annual,926,United Kingdom,3,Container ships,0.7083,,15,,36628,,235500,,,,,,3359,,23964,
2020S01,S1   2020,2020,S,Semi-annual,926,United Kingdom,4,Dry breakbulk carriers,1.5222,,19,,3339,,71543,,4595,,55973,,,,,
2020S01,S1   2020,2020,S,Semi-annual,926,United Kingdom,5,Dry bulk carriers,2.5,,12,,28023,,95047,,48378,,181305,,,,,
2020S01,S1   2020,2020,S,Semi-annual,926,United Kingdom,6,Roll-on/ roll-off ships,,,14,,23979,,100430,,9788,,55828,,,,,
2020S01,S1   2020,2020,S,Semi-annual,926,United Kingdom,7,Liquefied petroleum gas carriers,1.0698,,12,,7081,,47342,,7500,,54561,,,,,
2020S01,S1   2020,2020,S,Semi-annual,926,United Kingdom,8,Liquefied natural gas carriers,1.3566,,8,,115061,,168189,,93633,,154940,,,,,
2020S02,S2   2020,2020,S,Semi-annual,0,World,0,All ships,1.0021,,18,,14242,,237200,,24800,,404389,,3575,,23964,
2020S02,S2   2020,2020,S,Semi-annual,0,World,1,Passenger ships,,,20,,6971,,228081,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,0,World,2,Liquid bulk carriers,0.966,,14,,15581,,170618,,27016,,323183,,,,,
2020S02,S2   2020,2020,S,Semi-annual,0,World,3,Container ships,0.7257,,13,,38614,,237200,,,,,,3575,,23964,
2020S02,S2   2020,2020,S,Semi-annual,0,World,4,Dry breakbulk carriers,1.1278,,21,,5411,,91784,,7370,,116173,,,,,
2020S02,S2   2020,2020,S,Semi-annual,0,World,5,Dry bulk carriers,2.0465,,14,,32028,,204014,,57225,,404389,,,,,
2020S02,S2   2020,2020,S,Semi-annual,0,World,6,Roll-on/ roll-off ships,,,17,,25670,,100430,,10338,,55828,,,,,
2020S02,S2   2020,2020,S,Semi-annual,0,World,7,Liquefied petroleum gas carriers,1.0444,,14,,10806,,59229,,12118,,64220,,,,,
2020S02,S2   2020,2020,S,Semi-annual,0,World,8,Liquefied natural gas carriers,1.1281,,11,,93946,,168189,,73163,,155159,,,,,
2020S02,S2   2020,2020,S,Semi-annual,36,Australia,0,All ships,1.5229,,20,,26294,,152457,,81407,,299688,,4904,,9572,
2020S02,S2   2020,2020,S,Semi-annual,36,Australia,1,Passenger ships,,,30,,2147,,29338,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,36,Australia,2,Liquid bulk carriers,1.2965,,8,,23220,,85030,,39381,,159021,,,,,
2020S02,S2   2020,2020,S,Semi-annual,36,Australia,3,Container ships,1.5545,,13,,54260,,109712,,,,,,4904,,9572,
2020S02,S2   2020,2020,S,Semi-annual,36,Australia,4,Dry breakbulk carriers,1.8535,,11,,18710,,91649,,27419,,101496,,,,,
2020S02,S2   2020,2020,S,Semi-annual,36,Australia,5,Dry bulk carriers,1.6028,,10,,59500,,152457,,111350,,299688,,,,,
2020S02,S2   2020,2020,S,Semi-annual,36,Australia,6,Roll-on/ roll-off ships,,,12,,38900,,76420,,14812,,43878,,,,,
2020S02,S2   2020,2020,S,Semi-annual,36,Australia,7,Liquefied petroleum gas carriers,0.8938,,9,,13423,,51035,,15218,,58591,,,,,
2020S02,S2   2020,2020,S,Semi-annual,36,Australia,8,Liquefied natural gas carriers,1.2038,,9,,112262,,144978,,85355,,97730,,,,,
2020S02,S2   2020,2020,S,Semi-annual,124,Canada,0,All ships,0.625,,26,,11019,,172000,,34074,,317713,,5309,,15128,
2020S02,S2   2020,2020,S,Semi-annual,124,Canada,1,Passenger ships,,,29,,6174,,30285,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,124,Canada,2,Liquid bulk carriers,1.0806,,11,,23487,,160882,,39126,,317713,,,,,
2020S02,S2   2020,2020,S,Semi-annual,124,Canada,3,Container ships,1.8628,,13,,59250,,172000,,,,,,5309,,15128,
2020S02,S2   2020,2020,S,Semi-annual,124,Canada,4,Dry breakbulk carriers,0.4313,,12,,11097,,49091,,15401,,63581,,,,,
2020S02,S2   2020,2020,S,Semi-annual,124,Canada,5,Dry bulk carriers,0.2792,,23,,26662,,109731,,45192,,210000,,,,,
2020S02,S2   2020,2020,S,Semi-annual,124,Canada,6,Roll-on/ roll-off ships,,,19,,10982,,100430,,6159,,55828,,,,,
2020S02,S2   2020,2020,S,Semi-annual,124,Canada,7,Liquefied petroleum gas carriers,1.5288,,12,,42200,,51035,,50392,,58591,,,,,
2020S02,S2   2020,2020,S,Semi-annual,156,China,0,All ships,1.0958,,13,,32371,,237200,,46177,,404389,,4611,,23964,
2020S02,S2   2020,2020,S,Semi-annual,156,China,1,Passenger ships,,,13,,16135,,169379,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,156,China,2,Liquid bulk carriers,1.1646,,11,,21058,,170618,,36953,,323183,,,,,
2020S02,S2   2020,2020,S,Semi-annual,156,China,3,Container ships,0.6479,,12,,49176,,237200,,,,,,4611,,23964,
2020S02,S2   2020,2020,S,Semi-annual,156,China,4,Dry breakbulk carriers,1.2924,,16,,10187,,91784,,14433,,116173,,,,,
2020S02,S2   2020,2020,S,Semi-annual,156,China,5,Dry bulk carriers,2.0146,,13,,40533,,204014,,73659,,404389,,,,,
2020S02,S2   2020,2020,S,Semi-annual,156,China,6,Roll-on/ roll-off ships,,,13,,35035,,76420,,11561,,43878,,,,,
2020S02,S2   2020,2020,S,Semi-annual,156,China,7,Liquefied petroleum gas carriers,1.0368,,13,,9364,,59229,,10242,,64220,,,,,
2020S02,S2   2020,2020,S,Semi-annual,156,China,8,Liquefied natural gas carriers,1.2007,,9,,96938,,168189,,77220,,154940,,,,,
2020S02,S2   2020,2020,S,Semi-annual,191,Croatia,0,All ships,1.1118,,15,,3463,,153744,,16472,,177657,,3355,,15226,
2020S02,S2   2020,2020,S,Semi-annual,191,Croatia,1,Passenger ships,,,15,,3081,,69472,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,191,Croatia,2,Liquid bulk carriers,0.8951,,14,,17317,,84850,,30212,,164733,,,,,
2020S02,S2   2020,2020,S,Semi-annual,191,Croatia,3,Container ships,0.5719,,14,,35287,,153744,,,,,,3355,,15226,
2020S02,S2   2020,2020,S,Semi-annual,191,Croatia,4,Dry breakbulk carriers,2.3253,,22,,4936,,30983,,6673,,54204,,,,,
2020S02,S2   2020,2020,S,Semi-annual,191,Croatia,5,Dry bulk carriers,2.5951,,34,,8338,,91775,,13808,,177657,,,,,
2020S02,S2   2020,2020,S,Semi-annual,208,Denmark,0,All ships,0.7601,,19,,9593,,214286,,7517,,159314,,1763,,19630,
2020S02,S2   2020,2020,S,Semi-annual,208,Denmark,1,Passenger ships,,,19,,9884,,168800,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,208,Denmark,2,Liquid bulk carriers,0.6837,,16,,8168,,90000,,12868,,159314,,,,,
2020S02,S2   2020,2020,S,Semi-annual,208,Denmark,3,Container ships,0.4483,,14,,19649,,214286,,,,,,1763,,19630,
2020S02,S2   2020,2020,S,Semi-annual,208,Denmark,4,Dry breakbulk carriers,0.9118,,24,,3017,,40169,,4076,,48821,,,,,
2020S02,S2   2020,2020,S,Semi-annual,208,Denmark,5,Dry bulk carriers,0.8618,,11,,8983,,49973,,14551,,92598,,,,,
2020S02,S2   2020,2020,S,Semi-annual,208,Denmark,6,Roll-on/ roll-off ships,,,19,,21721,,60500,,12069,,24485,,,,,
2020S02,S2   2020,2020,S,Semi-annual,208,Denmark,7,Liquefied petroleum gas carriers,1.059,,12,,4178,,9835,,4764,,12008,,,,,
2020S02,S2   2020,2020,S,Semi-annual,251,France,0,All ships,1.1035,,16,,20900,,236583,,15896,,317794,,5157,,23000,
2020S02,S2   2020,2020,S,Semi-annual,251,France,1,Passenger ships,,,18,,21080,,183900,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,251,France,2,Liquid bulk carriers,1.0194,,13,,11352,,160882,,18769,,317794,,,,,
2020S02,S2   2020,2020,S,Semi-annual,251,France,3,Container ships,0.7615,,13,,57442,,236583,,,,,,5157,,23000,
2020S02,S2   2020,2020,S,Semi-annual,251,France,4,Dry breakbulk carriers,1.5778,,17,,4634,,41580,,6364,,62045,,,,,
2020S02,S2   2020,2020,S,Semi-annual,251,France,5,Dry bulk carriers,2.7743,,13,,23590,,94544,,41470,,182913,,,,,
2020S02,S2   2020,2020,S,Semi-annual,251,France,6,Roll-on/ roll-off ships,,,15,,30804,,76420,,12172,,48988,,,,,
2020S02,S2   2020,2020,S,Semi-annual,251,France,7,Liquefied petroleum gas carriers,1.1583,,11,,9584,,48060,,10733,,54592,,,,,
2020S02,S2   2020,2020,S,Semi-annual,251,France,8,Liquefied natural gas carriers,1.167,,9,,101818,,163922,,80128,,130298,,,,,
2020S02,S2   2020,2020,S,Semi-annual,276,Germany,0,All ships,0.7958,,19,,13227,,236583,,8822,,319000,,4429,,23964,
2020S02,S2   2020,2020,S,Semi-annual,276,Germany,1,Passenger ships,,,20,,11060,,111554,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,276,Germany,2,Liquid bulk carriers,0.5049,,18,,4713,,160874,,7705,,319000,,,,,
2020S02,S2   2020,2020,S,Semi-annual,276,Germany,3,Container ships,1,,13,,49059,,236583,,,,,,4429,,23964,
2020S02,S2   2020,2020,S,Semi-annual,276,Germany,4,Dry breakbulk carriers,0.9069,,21,,3536,,44866,,4675,,72400,,,,,
2020S02,S2   2020,2020,S,Semi-annual,276,Germany,5,Dry bulk carriers,2.2295,,12,,28942,,109716,,50301,,209240,,,,,
2020S02,S2   2020,2020,S,Semi-annual,276,Germany,6,Roll-on/ roll-off ships,,,17,,29254,,100430,,11668,,55828,,,,,
2020S02,S2   2020,2020,S,Semi-annual,276,Germany,7,Liquefied petroleum gas carriers,0.8528,,13,,5603,,48963,,6097,,54656,,,,,
2020S02,S2   2020,2020,S,Semi-annual,300,Greece,0,All ships,0.7997,,22,,7909,,215553,,7544,,166300,,4073,,21413,
2020S02,S2   2020,2020,S,Semi-annual,300,Greece,1,Passenger ships,,,21,,7100,,168666,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,300,Greece,2,Liquid bulk carriers,0.6007,,21,,5651,,87146,,8979,,166300,,,,,
2020S02,S2   2020,2020,S,Semi-annual,300,Greece,3,Container ships,0.9729,,15,,43799,,215553,,,,,,4073,,21413,
2020S02,S2   2020,2020,S,Semi-annual,300,Greece,4,Dry breakbulk carriers,1.0951,,33,,2745,,66870,,3816,,71955,,,,,
2020S02,S2   2020,2020,S,Semi-annual,300,Greece,5,Dry bulk carriers,0.4455,,26,,6007,,44180,,10038,,83002,,,,,
2020S02,S2   2020,2020,S,Semi-annual,300,Greece,6,Roll-on/ roll-off ships,,,31,,16392,,76420,,6967,,48988,,,,,
2020S02,S2   2020,2020,S,Semi-annual,300,Greece,7,Liquefied petroleum gas carriers,1.0007,,24,,4925,,16808,,5839,,18955,,,,,
2020S02,S2   2020,2020,S,Semi-annual,300,Greece,8,Liquefied natural gas carriers,1.2955,,10,,107042,,137535,,83719,,121730,,,,,
2020S02,S2   2020,2020,S,Semi-annual,360,Indonesia,0,All ships,1.2174,,20,,7510,,157098,,15917,,300542,,1486,,6921,
2020S02,S2   2020,2020,S,Semi-annual,360,Indonesia,1,Passenger ships,,,21,,4842,,20563,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,360,Indonesia,2,Liquid bulk carriers,1.241,,15,,8141,,157098,,12627,,300542,,,,,
2020S02,S2   2020,2020,S,Semi-annual,360,Indonesia,3,Container ships,0.9958,,14,,15090,,75579,,,,,,1486,,6921,
2020S02,S2   2020,2020,S,Semi-annual,360,Indonesia,4,Dry breakbulk carriers,1.0896,,20,,5056,,49854,,6594,,65035,,,,,
2020S02,S2   2020,2020,S,Semi-annual,360,Indonesia,5,Dry bulk carriers,2.9785,,17,,24600,,108051,,43036,,209951,,,,,
2020S02,S2   2020,2020,S,Semi-annual,360,Indonesia,6,Roll-on/ roll-off ships,,,33,,8554,,76387,,3935,,21021,,,,,
2020S02,S2   2020,2020,S,Semi-annual,360,Indonesia,7,Liquefied petroleum gas carriers,1.1049,,19,,9832,,49394,,10827,,58899,,,,,
2020S02,S2   2020,2020,S,Semi-annual,360,Indonesia,8,Liquefied natural gas carriers,1.4076,,18,,82744,,133948,,65485,,94494,,,,,
2020S02,S2   2020,2020,S,Semi-annual,380,Italy,0,All ships,1.3101,,27,,9333,,232618,,17621,,181403,,3742,,23756,
2020S02,S2   2020,2020,S,Semi-annual,380,Italy,1,Passenger ships,,,29,,6655,,183900,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,380,Italy,2,Liquid bulk carriers,1.2729,,18,,15657,,86952,,26391,,166467,,,,,
2020S02,S2   2020,2020,S,Semi-annual,380,Italy,3,Container ships,0.9264,,16,,41266,,232618,,,,,,3742,,23756,
2020S02,S2   2020,2020,S,Semi-annual,380,Italy,4,Dry breakbulk carriers,2.0264,,19,,6097,,66870,,8434,,71955,,,,,
2020S02,S2   2020,2020,S,Semi-annual,380,Italy,5,Dry bulk carriers,3.4809,,16,,20964,,93010,,35826,,181403,,,,,
2020S02,S2   2020,2020,S,Semi-annual,380,Italy,6,Roll-on/ roll-off ships,,,13,,30551,,76420,,12217,,45200,,,,,
2020S02,S2   2020,2020,S,Semi-annual,380,Italy,7,Liquefied petroleum gas carriers,1.7056,,13,,8420,,25937,,9547,,29565,,,,,
2020S02,S2   2020,2020,S,Semi-annual,392,Japan,0,All ships,0.3951,,13,,10656,,192237,,14583,,327017,,1641,,18400,
2020S02,S2   2020,2020,S,Semi-annual,392,Japan,1,Passenger ships,,,15,,4831,,50444,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,392,Japan,2,Liquid bulk carriers,0.3118,,12,,7687,,162858,,12957,,318000,,,,,
2020S02,S2   2020,2020,S,Semi-annual,392,Japan,3,Container ships,0.3389,,12,,17145,,192237,,,,,,1641,,18400,
2020S02,S2   2020,2020,S,Semi-annual,392,Japan,4,Dry breakbulk carriers,1.0986,,14,,6704,,51065,,8951,,80344,,,,,
2020S02,S2   2020,2020,S,Semi-annual,392,Japan,5,Dry bulk carriers,0.8194,,13,,16788,,161294,,29143,,327017,,,,,
2020S02,S2   2020,2020,S,Semi-annual,392,Japan,6,Roll-on/ roll-off ships,,,11,,17348,,76420,,7539,,43878,,,,,
2020S02,S2   2020,2020,S,Semi-annual,392,Japan,7,Liquefied petroleum gas carriers,0.3319,,14,,6138,,51035,,6671,,58811,,,,,
2020S02,S2   2020,2020,S,Semi-annual,392,Japan,8,Liquefied natural gas carriers,1.0354,,13,,79906,,149367,,57826,,122006,,,,,
2020S02,S2   2020,2020,S,Semi-annual,410,"Korea, Republic of",0,All ships,0.8722,,14,,21580,,237200,,23195,,327017,,3111,,23964,
2020S02,S2   2020,2020,S,Semi-annual,410,"Korea, Republic of",1,Passenger ships,,,15,,16130,,169379,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,410,"Korea, Republic of",2,Liquid bulk carriers,0.7792,,12,,14651,,167168,,25388,,322829,,,,,
2020S02,S2   2020,2020,S,Semi-annual,410,"Korea, Republic of",3,Container ships,0.6667,,13,,33452,,237200,,,,,,3111,,23964,
2020S02,S2   2020,2020,S,Semi-annual,410,"Korea, Republic of",4,Dry breakbulk carriers,1.1958,,17,,5204,,49192,,7397,,81279,,,,,
2020S02,S2   2020,2020,S,Semi-annual,410,"Korea, Republic of",5,Dry bulk carriers,2.0135,,14,,29409,,172521,,53020,,327017,,,,,
2020S02,S2   2020,2020,S,Semi-annual,410,"Korea, Republic of",6,Roll-on/ roll-off ships,,,17,,30681,,76420,,12335,,43878,,,,,
2020S02,S2   2020,2020,S,Semi-annual,410,"Korea, Republic of",7,Liquefied petroleum gas carriers,0.841,,17,,7601,,55000,,8388,,60000,,,,,
2020S02,S2   2020,2020,S,Semi-annual,410,"Korea, Republic of",8,Liquefied natural gas carriers,1.0344,,10,,98647,,168189,,77872,,155159,,,,,
2020S02,S2   2020,2020,S,Semi-annual,528,Netherlands,0,All ships,0.5701,,17,,12411,,236583,,12981,,321300,,2888,,23964,
2020S02,S2   2020,2020,S,Semi-annual,528,Netherlands,1,Passenger ships,,,15,,14140,,150695,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,528,Netherlands,2,Liquid bulk carriers,0.5042,,16,,8805,,167168,,16252,,321300,,,,,
2020S02,S2   2020,2020,S,Semi-annual,528,Netherlands,3,Container ships,0.8153,,14,,31601,,236583,,,,,,2888,,23964,
2020S02,S2   2020,2020,S,Semi-annual,528,Netherlands,4,Dry breakbulk carriers,0.4097,,19,,3838,,91784,,5180,,116173,,,,,
2020S02,S2   2020,2020,S,Semi-annual,528,Netherlands,5,Dry bulk carriers,1.0993,,11,,34707,,150918,,61103,,297541,,,,,
2020S02,S2   2020,2020,S,Semi-annual,528,Netherlands,6,Roll-on/ roll-off ships,,,22,,15331,,76420,,6062,,48988,,,,,
2020S02,S2   2020,2020,S,Semi-annual,528,Netherlands,7,Liquefied petroleum gas carriers,1.0347,,12,,6785,,48963,,7537,,58811,,,,,
2020S02,S2   2020,2020,S,Semi-annual,528,Netherlands,8,Liquefied natural gas carriers,1.0608,,6,,56833,,136685,,43778,,121730,,,,,
2020S02,S2   2020,2020,S,Semi-annual,579,Norway,0,All ships,0.4028,,14,,3881,,164364,,7071,,321300,,856,,1678,
2020S02,S2   2020,2020,S,Semi-annual,579,Norway,1,Passenger ships,,,13,,3716,,111554,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,579,Norway,2,Liquid bulk carriers,0.6083,,16,,12271,,164364,,19981,,321300,,,,,
2020S02,S2   2020,2020,S,Semi-annual,579,Norway,3,Container ships,0.3319,,15,,9097,,17189,,,,,,856,,1678,
2020S02,S2   2020,2020,S,Semi-annual,579,Norway,4,Dry breakbulk carriers,0.3167,,23,,2638,,37158,,3205,,88272,,,,,
2020S02,S2   2020,2020,S,Semi-annual,579,Norway,5,Dry bulk carriers,0.8017,,15,,17321,,109716,,29195,,211153,,,,,
2020S02,S2   2020,2020,S,Semi-annual,579,Norway,6,Roll-on/ roll-off ships,,,17,,10474,,72684,,6425,,19922,,,,,
2020S02,S2   2020,2020,S,Semi-annual,579,Norway,7,Liquefied petroleum gas carriers,0.7528,,11,,10355,,37366,,11535,,42543,,,,,
2020S02,S2   2020,2020,S,Semi-annual,579,Norway,8,Liquefied natural gas carriers,0.2892,,14,,11398,,121597,,8377,,89452,,,,,
2020S02,S2   2020,2020,S,Semi-annual,643,Russian Federation,0,All ships,1.2806,,27,,10302,,136716,,14759,,182060,,1504,,7100,
2020S02,S2   2020,2020,S,Semi-annual,643,Russian Federation,1,Passenger ships,,,37,,8084,,37583,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,643,Russian Federation,2,Liquid bulk carriers,0.9681,,24,,11081,,87146,,18459,,166300,,,,,
2020S02,S2   2020,2020,S,Semi-annual,643,Russian Federation,3,Container ships,1.2924,,18,,16492,,85676,,,,,,1504,,7100,
2020S02,S2   2020,2020,S,Semi-annual,643,Russian Federation,4,Dry breakbulk carriers,1.4264,,33,,3959,,40250,,5018,,62045,,,,,
2020S02,S2   2020,2020,S,Semi-annual,643,Russian Federation,5,Dry bulk carriers,2.3566,,15,,27087,,94742,,47430,,182060,,,,,
2020S02,S2   2020,2020,S,Semi-annual,643,Russian Federation,6,Roll-on/ roll-off ships,,,33,,12918,,72408,,6306,,27003,,,,,
2020S02,S2   2020,2020,S,Semi-annual,643,Russian Federation,7,Liquefied petroleum gas carriers,1.3125,,12,,8261,,46491,,9220,,50891,,,,,
2020S02,S2   2020,2020,S,Semi-annual,643,Russian Federation,8,Liquefied natural gas carriers,1.1437,,7,,96463,,136716,,71412,,97000,,,,,
2020S02,S2   2020,2020,S,Semi-annual,724,Spain,0,All ships,0.9021,,16,,15190,,236583,,14746,,205888,,3258,,23756,
2020S02,S2   2020,2020,S,Semi-annual,724,Spain,1,Passenger ships,,,18,,11069,,183900,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,724,Spain,2,Liquid bulk carriers,0.9118,,12,,10637,,94729,,17350,,164751,,,,,
2020S02,S2   2020,2020,S,Semi-annual,724,Spain,3,Container ships,0.6622,,14,,35676,,236583,,,,,,3258,,23756,
2020S02,S2   2020,2020,S,Semi-annual,724,Spain,4,Dry breakbulk carriers,1.184,,16,,5154,,66870,,7212,,71955,,,,,
2020S02,S2   2020,2020,S,Semi-annual,724,Spain,5,Dry bulk carriers,1.7528,,16,,22019,,106823,,37963,,205888,,,,,
2020S02,S2   2020,2020,S,Semi-annual,724,Spain,6,Roll-on/ roll-off ships,,,18,,26692,,76420,,10240,,48988,,,,,
2020S02,S2   2020,2020,S,Semi-annual,724,Spain,7,Liquefied petroleum gas carriers,1.0625,,12,,7313,,48963,,8376,,55173,,,,,
2020S02,S2   2020,2020,S,Semi-annual,724,Spain,8,Liquefied natural gas carriers,1.0604,,9,,103847,,168189,,82409,,154940,,,,,
2020S02,S2   2020,2020,S,Semi-annual,752,Sweden,0,All ships,0.7837,,22,,15809,,214286,,8522,,166467,,1482,,19630,
2020S02,S2   2020,2020,S,Semi-annual,752,Sweden,1,Passenger ships,,,24,,19515,,111554,,,,,,,,,
2020S02,S2   2020,2020,S,Semi-annual,752,Sweden,2,Liquid bulk carriers,0.658,,14,,8256,,90000,,12417,,166467,,,,,
2020S02,S2   2020,2020,S,Semi-annual,752,Sweden,3,Container ships,0.6056,,15,,16045,,214286,,,,,,1482,,19630,
2020S02,S2   2020,2020,S,Semi-annual,752,Sweden,4,Dry breakbulk carriers,1.0458,,21,,3783,,37499,,5317,,55596,,,,,
2020S02,S2   2020,2020,S,Semi-annual,752,Sweden,5,Dry bulk carriers,0.4743,,27,,7628,,45500,,11682,,85439,,,,,
2020S02,S2   2020,2020,S,Semi-annual,752,Sweden,6,Roll-on/ roll-off ships,,,21,,25754,,75283,,9890,,39516,,,,,
2020S02,S2   2020,2020,S,Semi-annual,752,Sweden,7,Liquefied petroleum gas carriers,0.8167,,15,,6608,,48827,,7136,,54656,,,,,
2020S02,S2   2020,2020,S,Semi-annual,752,Sweden,8,Liquefied natural gas carriers,0.8219,,6,,12575,,22887,,9610,,20918,,,,,
